Cidade,Estado,Mês,Mínimo Temperatura,Máximo Temperatura,Precipitação (mm)
Nova Olímpia,MT,Dezembro,24°,34°,286
Imaculada,PB,Janeiro,20°,31°,110
Imaculada,PB,Fevereiro,20°,30°,131
Imaculada,PB,Março,20°,30°,203
Imaculada,PB,Abril,20°,29°,170
Imaculada,PB,Maio,19°,28°,97
Imaculada,PB,Junho,18°,26°,43
Imaculada,PB,Julho,18°,27°,22
Imaculada,PB,Agosto,17°,28°,11
Imaculada,PB,Setembro,18°,30°,7
Imaculada,PB,Outubro,19°,32°,11
Imaculada,PB,Novembro,19°,32°,16
Imaculada,PB,Dezembro,20°,31°,41
Caseiros,RS,Janeiro,17°,26°,161
Caseiros,RS,Fevereiro,16°,26°,153
Caseiros,RS,Março,16°,25°,120
Caseiros,RS,Abril,14°,22°,151
Caseiros,RS,Maio,10°,17°,152
Caseiros,RS,Junho,10°,17°,138
Caseiros,RS,Julho,8°,16°,172
Caseiros,RS,Agosto,10°,18°,136
Caseiros,RS,Setembro,11°,19°,196
Caseiros,RS,Outubro,13°,22°,214
Caseiros,RS,Novembro,14°,23°,161
Caseiros,RS,Dezembro,15°,25°,152
Buri,SP,Janeiro,18°,25°,228
Buri,SP,Fevereiro,18°,26°,171
Buri,SP,Março,18°,26°,131
Buri,SP,Abril,16°,24°,77
Buri,SP,Maio,13°,21°,91
Buri,SP,Junho,12°,21°,67
Buri,SP,Julho,12°,21°,64
Buri,SP,Agosto,13°,23°,47
Buri,SP,Setembro,14°,23°,108
Buri,SP,Outubro,16°,25°,117
Buri,SP,Novembro,17°,25°,112
Buri,SP,Dezembro,18°,26°,179
Capão Alto,SC,Janeiro,15°,25°,156
Capão Alto,SC,Fevereiro,15°,24°,158
Capão Alto,SC,Março,15°,24°,110
Capão Alto,SC,Abril,13°,21°,134
Capão Alto,SC,Maio,9°,17°,141
Capão Alto,SC,Junho,9°,16°,120
Capão Alto,SC,Julho,8°,16°,157
Capão Alto,SC,Agosto,9°,18°,119
Capão Alto,SC,Setembro,10°,18°,165
Capão Alto,SC,Outubro,12°,21°,192
Capão Alto,SC,Novembro,13°,22°,149
Capão Alto,SC,Dezembro,14°,24°,139
Ouro Branco,AL,Janeiro,21°,32°,41
Ouro Branco,AL,Fevereiro,22°,32°,44
Ouro Branco,AL,Março,22°,32°,73
Ouro Branco,AL,Abril,21°,31°,72
Ouro Branco,AL,Maio,20°,29°,77
Ouro Branco,AL,Junho,19°,26°,98
Ouro Branco,AL,Julho,18°,26°,85
Ouro Branco,AL,Agosto,18°,26°,52
Ouro Branco,AL,Setembro,19°,29°,26
Ouro Branco,AL,Outubro,20°,32°,16
Ouro Branco,AL,Novembro,21°,33°,18
Ouro Branco,AL,Dezembro,21°,33°,34
Estrela do Norte,GO,Janeiro,20°,28°,318
Estrela do Norte,GO,Fevereiro,20°,27°,247
Estrela do Norte,GO,Março,20°,27°,237
Estrela do Norte,GO,Abril,20°,28°,100
Estrela do Norte,GO,Maio,18°,29°,22
Estrela do Norte,GO,Junho,17°,29°,3
Estrela do Norte,GO,Julho,17°,30°,1
Estrela do Norte,GO,Agosto,19°,33°,7
Estrela do Norte,GO,Setembro,22°,34°,48
Estrela do Norte,GO,Outubro,23°,33°,128
Estrela do Norte,GO,Novembro,21°,30°,208
Estrela do Norte,GO,Dezembro,21°,28°,301
Itaboraí,RJ,Janeiro,20°,27°,198
Itaboraí,RJ,Fevereiro,20°,28°,139
Itaboraí,RJ,Março,19°,27°,160
Itaboraí,RJ,Abril,18°,25°,118
Itaboraí,RJ,Maio,15°,23°,94
Itaboraí,RJ,Junho,15°,23°,70
Itaboraí,RJ,Julho,14°,23°,71
Itaboraí,RJ,Agosto,15°,25°,57
Itaboraí,RJ,Setembro,16°,25°,101
Itaboraí,RJ,Outubro,18°,27°,106
Itaboraí,RJ,Novembro,19°,26°,163
Itaboraí,RJ,Dezembro,19°,27°,210
Rio Bananal,ES,Janeiro,20°,28°,181
Rio Bananal,ES,Fevereiro,20°,29°,95
Rio Bananal,ES,Março,20°,28°,144
Rio Bananal,ES,Abril,19°,27°,88
Rio Bananal,ES,Maio,17°,26°,47
Rio Bananal,ES,Junho,16°,25°,33
Rio Bananal,ES,Julho,16°,25°,35
Rio Bananal,ES,Agosto,16°,26°,38
Rio Bananal,ES,Setembro,17°,27°,49
Rio Bananal,ES,Outubro,19°,29°,97
Rio Bananal,ES,Novembro,20°,28°,198
Rio Bananal,ES,Dezembro,20°,28°,212
Carinhanha,BA,Janeiro,21°,31°,133
Carinhanha,BA,Fevereiro,21°,31°,101
Carinhanha,BA,Março,21°,31°,112
Carinhanha,BA,Abril,21°,31°,43
Carinhanha,BA,Maio,20°,30°,5
Carinhanha,BA,Junho,18°,29°,3
Carinhanha,BA,Julho,18°,29°,1
Carinhanha,BA,Agosto,19°,31°,1
Carinhanha,BA,Setembro,21°,33°,11
Carinhanha,BA,Outubro,22°,34°,49
Carinhanha,BA,Novembro,22°,31°,137
Carinhanha,BA,Dezembro,21°,31°,190
Cassino,RS,Janeiro,23°,25°,97
Cassino,RS,Fevereiro,23°,25°,130
Cassino,RS,Março,22°,25°,103
Cassino,RS,Abril,20°,22°,119
Cassino,RS,Maio,17°,19°,108
Cassino,RS,Junho,14°,17°,111
Cassino,RS,Julho,13°,15°,121
Cassino,RS,Agosto,13°,16°,119
Cassino,RS,Setembro,14°,17°,121
Cassino,RS,Outubro,17°,19°,97
Cassino,RS,Novembro,19°,21°,89
Cassino,RS,Dezembro,21°,23°,86
Capinzal,SC,Janeiro,18°,28°,167
Capinzal,SC,Fevereiro,17°,28°,168
Capinzal,SC,Março,17°,27°,119
Capinzal,SC,Abril,15°,25°,156
Capinzal,SC,Maio,11°,19°,160
Capinzal,SC,Junho,11°,19°,138
Capinzal,SC,Julho,10°,19°,154
Capinzal,SC,Agosto,11°,21°,121
Capinzal,SC,Setembro,12°,22°,173
Capinzal,SC,Outubro,15°,24°,217
Capinzal,SC,Novembro,16°,26°,152
Capinzal,SC,Dezembro,17°,27°,162
Buritama,SP,Janeiro,22°,29°,239
Buritama,SP,Fevereiro,22°,29°,189
Buritama,SP,Março,21°,29°,148
Buritama,SP,Abril,20°,28°,83
Buritama,SP,Maio,16°,26°,63
Buritama,SP,Junho,16°,26°,32
Buritama,SP,Julho,16°,27°,23
Buritama,SP,Agosto,18°,31°,28
Buritama,SP,Setembro,20°,33°,66
Buritama,SP,Outubro,22°,33°,99
Buritama,SP,Novembro,22°,32°,122
Buritama,SP,Dezembro,22°,31°,196
Ingá,PB,Janeiro,22°,30°,46
Ingá,PB,Fevereiro,22°,30°,65
Ingá,PB,Março,22°,30°,107
Ingá,PB,Abril,22°,29°,109
Ingá,PB,Maio,21°,28°,92
Ingá,PB,Junho,20°,25°,117
Ingá,PB,Julho,20°,25°,96
Ingá,PB,Agosto,19°,26°,66
Ingá,PB,Setembro,19°,28°,32
Ingá,PB,Outubro,20°,29°,13
Ingá,PB,Novembro,21°,31°,15
Ingá,PB,Dezembro,21°,30°,19
Palestina,AL,Janeiro,23°,33°,39
Palestina,AL,Fevereiro,23°,33°,36
Palestina,AL,Março,23°,33°,67
Palestina,AL,Abril,21°,32°,70
Palestina,AL,Maio,21°,29°,90
Palestina,AL,Junho,20°,27°,104
Palestina,AL,Julho,19°,26°,87
Palestina,AL,Agosto,19°,27°,56
Palestina,AL,Setembro,19°,30°,30
Palestina,AL,Outubro,21°,32°,18
Palestina,AL,Novembro,22°,34°,20
Palestina,AL,Dezembro,23°,34°,26
Buritizal,SP,Janeiro,19°,26°,321
Buritizal,SP,Fevereiro,19°,27°,218
Buritizal,SP,Março,19°,26°,189
Buritizal,SP,Abril,17°,26°,92
Buritizal,SP,Maio,15°,24°,61
Buritizal,SP,Junho,15°,25°,20
Buritizal,SP,Julho,15°,26°,14
Buritizal,SP,Agosto,17°,29°,19
Buritizal,SP,Setembro,19°,31°,69
Buritizal,SP,Outubro,20°,31°,146
Buritizal,SP,Novembro,20°,29°,188
Buritizal,SP,Dezembro,20°,28°,299
Rio Novo do Sul,ES,Janeiro,22°,29°,160
Rio Novo do Sul,ES,Fevereiro,22°,30°,85
Rio Novo do Sul,ES,Março,22°,29°,138
Rio Novo do Sul,ES,Abril,20°,28°,118
Rio Novo do Sul,ES,Maio,19°,26°,72
Rio Novo do Sul,ES,Junho,17°,25°,48
Rio Novo do Sul,ES,Julho,17°,25°,57
Rio Novo do Sul,ES,Agosto,18°,26°,58
Rio Novo do Sul,ES,Setembro,19°,26°,86
Rio Novo do Sul,ES,Outubro,20°,28°,115
Rio Novo do Sul,ES,Novembro,21°,28°,201
Rio Novo do Sul,ES,Dezembro,22°,28°,197
Faina,GO,Janeiro,22°,29°,343
Faina,GO,Fevereiro,21°,29°,246
Faina,GO,Março,21°,29°,242
Faina,GO,Abril,21°,29°,106
Faina,GO,Maio,19°,30°,29
Faina,GO,Junho,19°,31°,9
Faina,GO,Julho,20°,32°,4
Faina,GO,Agosto,22°,35°,10
Faina,GO,Setembro,25°,36°,49
Faina,GO,Outubro,25°,35°,142
Faina,GO,Novembro,23°,32°,219
Faina,GO,Dezembro,22°,30°,327
Itacuruçá,RJ,Janeiro,21°,27°,215
Itacuruçá,RJ,Fevereiro,21°,28°,180
Itacuruçá,RJ,Março,21°,27°,174
Itacuruçá,RJ,Abril,20°,26°,111
Itacuruçá,RJ,Maio,18°,24°,75
Itacuruçá,RJ,Junho,17°,24°,48
Itacuruçá,RJ,Julho,16°,23°,50
Itacuruçá,RJ,Agosto,17°,24°,46
Itacuruçá,RJ,Setembro,18°,24°,93
Itacuruçá,RJ,Outubro,19°,26°,113
Itacuruçá,RJ,Novembro,20°,26°,157
Itacuruçá,RJ,Dezembro,21°,27°,213
Carnaíba,BA,Janeiro,21°,32°,50
Carnaíba,BA,Fevereiro,21°,32°,50
Carnaíba,BA,Março,21°,31°,68
Carnaíba,BA,Abril,20°,30°,63
Carnaíba,BA,Maio,20°,28°,62
Carnaíba,BA,Junho,19°,26°,73
Carnaíba,BA,Julho,18°,25°,56
Carnaíba,BA,Agosto,18°,26°,37
Carnaíba,BA,Setembro,18°,29°,24
Carnaíba,BA,Outubro,19°,31°,19
Carnaíba,BA,Novembro,20°,32°,42
Carnaíba,BA,Dezembro,21°,32°,50
Itabaiana,PB,Janeiro,22°,30°,58
Itabaiana,PB,Fevereiro,22°,30°,80
Itabaiana,PB,Março,22°,30°,128
Itabaiana,PB,Abril,22°,29°,142
Itabaiana,PB,Maio,21°,28°,139
Itabaiana,PB,Junho,20°,25°,184
Itabaiana,PB,Julho,20°,25°,152
Itabaiana,PB,Agosto,19°,26°,97
Itabaiana,PB,Setembro,19°,28°,50
Itabaiana,PB,Outubro,20°,29°,22
Itabaiana,PB,Novembro,21°,31°,23
Itabaiana,PB,Dezembro,21°,30°,27
Ingazeira,PE,Janeiro,20°,31°,73
Ingazeira,PE,Fevereiro,20°,30°,95
Ingazeira,PE,Março,20°,30°,137
Ingazeira,PE,Abril,20°,29°,111
Ingazeira,PE,Maio,19°,28°,82
Ingazeira,PE,Junho,18°,26°,49
Ingazeira,PE,Julho,18°,27°,34
Ingazeira,PE,Agosto,17°,28°,17
Ingazeira,PE,Setembro,18°,30°,12
Ingazeira,PE,Outubro,19°,32°,16
Ingazeira,PE,Novembro,19°,32°,16
Ingazeira,PE,Dezembro,20°,31°,32
Capivari de Baixo,SC,Janeiro,21°,27°,175
Capivari de Baixo,SC,Fevereiro,21°,27°,174
Capivari de Baixo,SC,Março,21°,27°,135
Capivari de Baixo,SC,Abril,19°,25°,97
Capivari de Baixo,SC,Maio,16°,22°,108
Capivari de Baixo,SC,Junho,15°,21°,83
Capivari de Baixo,SC,Julho,13°,20°,100
Capivari de Baixo,SC,Agosto,14°,21°,85
Capivari de Baixo,SC,Setembro,15°,21°,122
Capivari de Baixo,SC,Outubro,17°,23°,124
Capivari de Baixo,SC,Novembro,18°,25°,123
Capivari de Baixo,SC,Dezembro,20°,26°,132
Palmeira dos Índios,AL,Janeiro,21°,30°,15
Palmeira dos Índios,AL,Fevereiro,21°,30°,26
Palmeira dos Índios,AL,Março,21°,30°,87
Palmeira dos Índios,AL,Abril,21°,28°,102
Palmeira dos Índios,AL,Maio,20°,26°,164
Palmeira dos Índios,AL,Junho,19°,24°,198
Palmeira dos Índios,AL,Julho,18°,23°,140
Palmeira dos Índios,AL,Agosto,18°,23°,52
Palmeira dos Índios,AL,Setembro,18°,25°,48
Palmeira dos Índios,AL,Outubro,20°,28°,10
Palmeira dos Índios,AL,Novembro,20°,30°,11
Palmeira dos Índios,AL,Dezembro,21°,30°,74
Santa Cruz,ES,Janeiro,24°,28°,175
Santa Cruz,ES,Fevereiro,24°,29°,100
Santa Cruz,ES,Março,24°,28°,151
Santa Cruz,ES,Abril,24°,27°,101
Santa Cruz,ES,Maio,22°,26°,58
Santa Cruz,ES,Junho,21°,25°,44
Santa Cruz,ES,Julho,21°,24°,49
Santa Cruz,ES,Agosto,21°,25°,51
Santa Cruz,ES,Setembro,21°,25°,65
Santa Cruz,ES,Outubro,22°,26°,107
Santa Cruz,ES,Novembro,23°,27°,213
Santa Cruz,ES,Dezembro,24°,28°,214
Itaguaí,RJ,Janeiro,21°,27°,215
Itaguaí,RJ,Fevereiro,21°,28°,180
Itaguaí,RJ,Março,21°,27°,174
Itaguaí,RJ,Abril,20°,26°,111
Itaguaí,RJ,Maio,18°,24°,75
Itaguaí,RJ,Junho,17°,24°,48
Itaguaí,RJ,Julho,16°,23°,50
Itaguaí,RJ,Agosto,17°,24°,46
Itaguaí,RJ,Setembro,18°,24°,93
Itaguaí,RJ,Outubro,19°,26°,113
Itaguaí,RJ,Novembro,20°,26°,157
Itaguaí,RJ,Dezembro,21°,27°,213
Itaporanga,PB,Janeiro,21°,31°,132
Itaporanga,PB,Fevereiro,21°,31°,144
Itaporanga,PB,Março,21°,31°,215
Itaporanga,PB,Abril,20°,30°,167
Itaporanga,PB,Maio,19°,29°,81
Itaporanga,PB,Junho,18°,27°,34
Itaporanga,PB,Julho,18°,27°,18
Itaporanga,PB,Agosto,18°,29°,9
Itaporanga,PB,Setembro,19°,31°,7
Itaporanga,PB,Outubro,20°,33°,13
Itaporanga,PB,Novembro,21°,33°,18
Itaporanga,PB,Dezembro,21°,32°,46
Catanduvas,SC,Janeiro,17°,25°,167
Catanduvas,SC,Fevereiro,16°,26°,168
Catanduvas,SC,Março,16°,25°,119
Catanduvas,SC,Abril,14°,23°,156
Catanduvas,SC,Maio,10°,18°,160
Catanduvas,SC,Junho,10°,18°,138
Catanduvas,SC,Julho,9°,18°,154
Catanduvas,SC,Agosto,11°,20°,121
Catanduvas,SC,Setembro,11°,21°,173
Catanduvas,SC,Outubro,14°,23°,217
Catanduvas,SC,Novembro,15°,24°,152
Catanduvas,SC,Dezembro,16°,25°,162
Fazenda Nova,GO,Janeiro,22°,29°,322
Fazenda Nova,GO,Fevereiro,21°,29°,226
Fazenda Nova,GO,Março,21°,29°,225
Fazenda Nova,GO,Abril,21°,29°,91
Fazenda Nova,GO,Maio,19°,30°,29
Fazenda Nova,GO,Junho,19°,30°,13
Fazenda Nova,GO,Julho,19°,32°,3
Fazenda Nova,GO,Agosto,21°,35°,14
Fazenda Nova,GO,Setembro,24°,36°,46
Fazenda Nova,GO,Outubro,24°,35°,127
Fazenda Nova,GO,Novembro,23°,32°,204
Fazenda Nova,GO,Dezembro,22°,30°,302
Nova Ubiratã,MT,Janeiro,22°,29°,309
Nova Ubiratã,MT,Fevereiro,22°,29°,309
Nova Ubiratã,MT,Março,22°,29°,249
Nova Ubiratã,MT,Abril,21°,30°,129
Nova Ubiratã,MT,Maio,20°,31°,38
Nova Ubiratã,MT,Junho,19°,32°,7
Nova Ubiratã,MT,Julho,19°,32°,4
Nova Ubiratã,MT,Agosto,21°,35°,11
Nova Ubiratã,MT,Setembro,23°,36°,52
Nova Ubiratã,MT,Outubro,24°,34°,151
Nova Ubiratã,MT,Novembro,23°,32°,222
Nova Ubiratã,MT,Dezembro,22°,30°,289
Carnaíba do Sertão,BA,Janeiro,23°,34°,84
Carnaíba do Sertão,BA,Fevereiro,23°,33°,74
Carnaíba do Sertão,BA,Março,23°,33°,102
Carnaíba do Sertão,BA,Abril,23°,33°,50
Carnaíba do Sertão,BA,Maio,22°,31°,20
Carnaíba do Sertão,BA,Junho,20°,29°,14
Carnaíba do Sertão,BA,Julho,20°,29°,10
Carnaíba do Sertão,BA,Agosto,20°,30°,6
Carnaíba do Sertão,BA,Setembro,21°,33°,5
Carnaíba do Sertão,BA,Outubro,23°,34°,12
Carnaíba do Sertão,BA,Novembro,23°,35°,48
Carnaíba do Sertão,BA,Dezembro,24°,34°,68
Itapororoca,PB,Janeiro,24°,30°,64
Itapororoca,PB,Fevereiro,24°,30°,83
Itapororoca,PB,Março,24°,30°,136
Itapororoca,PB,Abril,24°,29°,155
Itapororoca,PB,Maio,23°,28°,142
Itapororoca,PB,Junho,22°,26°,172
Itapororoca,PB,Julho,22°,26°,132
Itapororoca,PB,Agosto,22°,27°,86
Itapororoca,PB,Setembro,22°,28°,43
Itapororoca,PB,Outubro,23°,29°,18
Itapororoca,PB,Novembro,24°,30°,20
Itapororoca,PB,Dezembro,24°,30°,26
Pão de Açúcar,AL,Janeiro,23°,33°,39
Pão de Açúcar,AL,Fevereiro,23°,33°,36
Pão de Açúcar,AL,Março,23°,33°,67
Pão de Açúcar,AL,Abril,21°,32°,70
Pão de Açúcar,AL,Maio,21°,29°,90
Pão de Açúcar,AL,Junho,20°,27°,104
Pão de Açúcar,AL,Julho,19°,26°,87
Pão de Açúcar,AL,Agosto,19°,27°,56
Pão de Açúcar,AL,Setembro,19°,30°,30
Pão de Açúcar,AL,Outubro,21°,32°,18
Pão de Açúcar,AL,Novembro,22°,34°,20
Pão de Açúcar,AL,Dezembro,23°,34°,26
Ipojuca,PE,Janeiro,25°,28°,75
Ipojuca,PE,Fevereiro,26°,28°,93
Ipojuca,PE,Março,26°,28°,143
Ipojuca,PE,Abril,26°,28°,174
Ipojuca,PE,Maio,25°,27°,205
Ipojuca,PE,Junho,24°,26°,255
Ipojuca,PE,Julho,24°,25°,231
Ipojuca,PE,Agosto,24°,25°,142
Ipojuca,PE,Setembro,24°,26°,79
Ipojuca,PE,Outubro,24°,27°,39
Ipojuca,PE,Novembro,25°,27°,37
Ipojuca,PE,Dezembro,25°,28°,44
Cabrália Paulista,SP,Janeiro,20°,28°,239
Cabrália Paulista,SP,Fevereiro,20°,28°,182
Cabrália Paulista,SP,Março,19°,28°,138
Cabrália Paulista,SP,Abril,18°,27°,85
Cabrália Paulista,SP,Maio,14°,23°,80
Cabrália Paulista,SP,Junho,14°,24°,46
Cabrália Paulista,SP,Julho,14°,24°,37
Cabrália Paulista,SP,Agosto,16°,28°,35
Cabrália Paulista,SP,Setembro,17°,29°,72
Cabrália Paulista,SP,Outubro,19°,30°,111
Cabrália Paulista,SP,Novembro,19°,30°,134
Cabrália Paulista,SP,Dezembro,20°,29°,209
Itaipava,RJ,Janeiro,20°,27°,246
Itaipava,RJ,Fevereiro,20°,28°,155
Itaipava,RJ,Março,19°,27°,165
Itaipava,RJ,Abril,18°,25°,79
Itaipava,RJ,Maio,15°,23°,50
Itaipava,RJ,Junho,15°,23°,27
Itaipava,RJ,Julho,14°,23°,23
Itaipava,RJ,Agosto,15°,25°,28
Itaipava,RJ,Setembro,16°,25°,69
Itaipava,RJ,Outubro,18°,27°,101
Itaipava,RJ,Novembro,19°,26°,167
Itaipava,RJ,Dezembro,19°,27°,252
Caxambu do Sul,SC,Janeiro,20°,31°,159
Caxambu do Sul,SC,Fevereiro,20°,31°,173
Caxambu do Sul,SC,Março,19°,31°,123
Caxambu do Sul,SC,Abril,17°,27°,169
Caxambu do Sul,SC,Maio,13°,22°,179
Caxambu do Sul,SC,Junho,13°,21°,153
Caxambu do Sul,SC,Julho,12°,21°,154
Caxambu do Sul,SC,Agosto,13°,23°,124
Caxambu do Sul,SC,Setembro,14°,24°,172
Caxambu do Sul,SC,Outubro,17°,27°,227
Caxambu do Sul,SC,Novembro,17°,28°,159
Caxambu do Sul,SC,Dezembro,19°,30°,161
Casa Nova,BA,Janeiro,23°,33°,110
Casa Nova,BA,Fevereiro,23°,33°,83
Casa Nova,BA,Março,23°,33°,105
Casa Nova,BA,Abril,23°,33°,54
Casa Nova,BA,Maio,22°,31°,11
Casa Nova,BA,Junho,20°,30°,5
Casa Nova,BA,Julho,20°,29°,2
Casa Nova,BA,Agosto,20°,31°,1
Casa Nova,BA,Setembro,21°,33°,5
Casa Nova,BA,Outubro,23°,34°,18
Casa Nova,BA,Novembro,24°,35°,56
Casa Nova,BA,Dezembro,24°,34°,76
Nova Xavantina,MT,Janeiro,22°,29°,289
Nova Xavantina,MT,Fevereiro,21°,28°,228
Nova Xavantina,MT,Março,21°,28°,218
Nova Xavantina,MT,Abril,21°,29°,90
Nova Xavantina,MT,Maio,19°,29°,25
Nova Xavantina,MT,Junho,17°,29°,9
Nova Xavantina,MT,Julho,17°,31°,3
Nova Xavantina,MT,Agosto,18°,34°,10
Nova Xavantina,MT,Setembro,22°,35°,52
Nova Xavantina,MT,Outubro,23°,34°,120
Nova Xavantina,MT,Novembro,23°,31°,205
Nova Xavantina,MT,Dezembro,22°,30°,275
Santa Leopoldina,ES,Janeiro,20°,26°,188
Santa Leopoldina,ES,Fevereiro,20°,27°,102
Santa Leopoldina,ES,Março,20°,26°,161
Santa Leopoldina,ES,Abril,19°,25°,104
Santa Leopoldina,ES,Maio,17°,24°,59
Santa Leopoldina,ES,Junho,16°,23°,41
Santa Leopoldina,ES,Julho,15°,23°,45
Santa Leopoldina,ES,Agosto,16°,24°,51
Santa Leopoldina,ES,Setembro,17°,24°,69
Santa Leopoldina,ES,Outubro,18°,26°,111
Santa Leopoldina,ES,Novembro,19°,25°,220
Santa Leopoldina,ES,Dezembro,20°,26°,222
Firminópolis,GO,Janeiro,21°,28°,255
Firminópolis,GO,Fevereiro,20°,28°,202
Firminópolis,GO,Março,20°,27°,211
Firminópolis,GO,Abril,20°,28°,92
Firminópolis,GO,Maio,18°,28°,29
Firminópolis,GO,Junho,17°,29°,16
Firminópolis,GO,Julho,18°,30°,4
Firminópolis,GO,Agosto,20°,33°,13
Firminópolis,GO,Setembro,23°,34°,55
Firminópolis,GO,Outubro,23°,33°,124
Firminópolis,GO,Novembro,22°,31°,188
Firminópolis,GO,Dezembro,21°,29°,244
Pariconha,AL,Janeiro,23°,34°,56
Pariconha,AL,Fevereiro,23°,34°,46
Pariconha,AL,Março,23°,33°,81
Pariconha,AL,Abril,22°,32°,63
Pariconha,AL,Maio,21°,30°,47
Pariconha,AL,Junho,20°,27°,50
Pariconha,AL,Julho,19°,27°,48
Pariconha,AL,Agosto,19°,28°,25
Pariconha,AL,Setembro,20°,31°,13
Pariconha,AL,Outubro,21°,33°,11
Pariconha,AL,Novembro,22°,34°,20
Pariconha,AL,Dezembro,23°,34°,44
Itaipu,RJ,Janeiro,23°,30°,179
Itaipu,RJ,Fevereiro,23°,31°,128
Itaipu,RJ,Março,23°,30°,140
Itaipu,RJ,Abril,22°,29°,99
Itaipu,RJ,Maio,19°,26°,70
Itaipu,RJ,Junho,19°,26°,49
Itaipu,RJ,Julho,18°,26°,50
Itaipu,RJ,Agosto,19°,27°,41
Itaipu,RJ,Setembro,19°,27°,84
Itaipu,RJ,Outubro,21°,29°,100
Itaipu,RJ,Novembro,21°,29°,139
Itaipu,RJ,Dezembro,22°,30°,185
Ipubi,PE,Janeiro,21°,30°,114
Ipubi,PE,Fevereiro,20°,29°,110
Ipubi,PE,Março,20°,29°,168
Ipubi,PE,Abril,20°,29°,106
Ipubi,PE,Maio,20°,28°,33
Ipubi,PE,Junho,18°,27°,10
Ipubi,PE,Julho,18°,27°,9
Ipubi,PE,Agosto,18°,28°,3
Ipubi,PE,Setembro,19°,31°,14
Ipubi,PE,Outubro,21°,32°,16
Ipubi,PE,Novembro,22°,33°,31
Ipubi,PE,Dezembro,22°,31°,72
Catuípe,RS,Janeiro,20°,30°,158
Catuípe,RS,Fevereiro,20°,30°,149
Catuípe,RS,Março,19°,29°,118
Catuípe,RS,Abril,17°,26°,178
Catuípe,RS,Maio,13°,20°,161
Catuípe,RS,Junho,12°,19°,138
Catuípe,RS,Julho,11°,18°,143
Catuípe,RS,Agosto,12°,21°,128
Catuípe,RS,Setembro,13°,22°,180
Catuípe,RS,Outubro,16°,25°,230
Catuípe,RS,Novembro,17°,27°,166
Catuípe,RS,Dezembro,19°,30°,159
Celso Ramos,SC,Janeiro,18°,28°,161
Celso Ramos,SC,Fevereiro,17°,28°,157
Celso Ramos,SC,Março,17°,27°,109
Celso Ramos,SC,Abril,15°,25°,151
Celso Ramos,SC,Maio,11°,19°,157
Celso Ramos,SC,Junho,11°,19°,135
Celso Ramos,SC,Julho,10°,19°,171
Celso Ramos,SC,Agosto,11°,21°,127
Celso Ramos,SC,Setembro,12°,22°,181
Celso Ramos,SC,Outubro,15°,24°,212
Celso Ramos,SC,Novembro,16°,26°,156
Celso Ramos,SC,Dezembro,17°,27°,148
Cascavel,BA,Janeiro,17°,28°,106
Cascavel,BA,Fevereiro,18°,28°,77
Cascavel,BA,Março,18°,27°,106
Cascavel,BA,Abril,17°,26°,76
Cascavel,BA,Maio,16°,25°,38
Cascavel,BA,Junho,15°,23°,32
Cascavel,BA,Julho,14°,23°,27
Cascavel,BA,Agosto,15°,24°,21
Cascavel,BA,Setembro,16°,26°,26
Cascavel,BA,Outubro,17°,28°,50
Cascavel,BA,Novembro,18°,28°,106
Cascavel,BA,Dezembro,18°,28°,127
Novo Horizonte do Norte,MT,Janeiro,22°,29°,339
Novo Horizonte do Norte,MT,Fevereiro,22°,28°,312
Novo Horizonte do Norte,MT,Março,22°,28°,282
Novo Horizonte do Norte,MT,Abril,21°,30°,164
Novo Horizonte do Norte,MT,Maio,20°,31°,49
Novo Horizonte do Norte,MT,Junho,19°,32°,14
Novo Horizonte do Norte,MT,Julho,19°,33°,5
Novo Horizonte do Norte,MT,Agosto,21°,36°,18
Novo Horizonte do Norte,MT,Setembro,23°,36°,94
Novo Horizonte do Norte,MT,Outubro,23°,34°,177
Novo Horizonte do Norte,MT,Novembro,22°,31°,233
Novo Horizonte do Norte,MT,Dezembro,22°,29°,321
Santa Maria de Jetibá,ES,Janeiro,20°,26°,188
Santa Maria de Jetibá,ES,Fevereiro,20°,27°,102
Santa Maria de Jetibá,ES,Março,20°,26°,161
Santa Maria de Jetibá,ES,Abril,19°,25°,104
Santa Maria de Jetibá,ES,Maio,17°,24°,59
Santa Maria de Jetibá,ES,Junho,16°,23°,41
Santa Maria de Jetibá,ES,Julho,15°,23°,45
Santa Maria de Jetibá,ES,Agosto,16°,24°,51
Santa Maria de Jetibá,ES,Setembro,17°,24°,69
Santa Maria de Jetibá,ES,Outubro,18°,26°,111
Santa Maria de Jetibá,ES,Novembro,19°,25°,220
Santa Maria de Jetibá,ES,Dezembro,20°,26°,222
Cabreúva,SP,Janeiro,18°,24°,243
Cabreúva,SP,Fevereiro,18°,25°,180
Cabreúva,SP,Março,18°,24°,142
Cabreúva,SP,Abril,16°,23°,72
Cabreúva,SP,Maio,13°,21°,74
Cabreúva,SP,Junho,12°,21°,55
Cabreúva,SP,Julho,12°,21°,46
Cabreúva,SP,Agosto,13°,23°,34
Cabreúva,SP,Setembro,15°,23°,108
Cabreúva,SP,Outubro,16°,25°,111
Cabreúva,SP,Novembro,17°,24°,130
Cabreúva,SP,Dezembro,18°,24°,198
Itaipuaçu,RJ,Janeiro,23°,30°,198
Itaipuaçu,RJ,Fevereiro,23°,31°,139
Itaipuaçu,RJ,Março,23°,30°,160
